Title,Origin,Page,Link,Open Link,Composers,Tags,AI_Guessed_Key,Reference,Key,Genre,Key_Match,Predicted Key
Don't Cry Out Loud-D,Dr. Uke 3900,,https://doctoruke.com/dontcryoutloud.pdf,Open Song,,Ukulele,Db,Dr. Uke,D,Pop/Rock,Mismatch,
Don't-D,Dr. Uke 3900,,https://doctoruke.com/dontd.pdf,Open Song,,Ukulele,D,Dr. Uke,D,Pop/Rock,Match,
Don't Fence Me In,Dr. Uke 3900,,https://doctoruke.com/dontfencemein.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
Don't Forbid Me,Dr. Uke 3900,,https://doctoruke.com/dontforbidme.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
Don't Get Around Much Anymore-D,Dr. Uke 3900,,https://doctoruke.com/dontgetaround.pdf,Open Song,,Ukulele,G,Dr. Uke,D,Pop/Rock,Mismatch,
Don't Give Up On Us,Dr. Uke 3900,,https://doctoruke.com/dontgiveuponus.pdf,Open Song,,Ukulele,Eb,Dr. Uke,,Pop/Rock,,
Don't Hang Up,Dr. Uke 3900,,https://doctoruke.com/donthangup.pdf,Open Song,,Ukulele,Dm,Dr. Uke,,Pop/Rock,,
Don't It Make My Brown Eyes Blue,Dr. Uke 3900,,https://doctoruke.com/dontitmakemybrowneyesblue.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Don't Let Go,Dr. Uke 3900,,https://doctoruke.com/dontletgo.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
Don't Let It Go To Your Head-D,Dr. Uke 3900,,https://doctoruke.com/dontletitgotoyourhead.pdf,Open Song,,Ukulele,D,Dr. Uke,D,Pop/Rock,Match,
Don't Let Me Be Lonely Tonight,Dr. Uke 3900,,https://doctoruke.com/dontletmebelonelytonight.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
Don't Let Me Be Misunderstood-D,Dr. Uke 3900,,https://doctoruke.com/dontletmebemisunderstood.pdf,Open Song,,Ukulele,Em,Dr. Uke,D,Pop/Rock,Mismatch,
Don't Let the Old Man In,Dr. Uke 3900,,https://doctoruke.com/dontlettheoldmanin.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Don't Let the Rain Come Down,Dr. Uke 3900,,https://doctoruke.com/dontlettheraincomedown.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
Don't Let the Sun Catch You Crying,Dr. Uke 3900,,https://doctoruke.com/dontletthesun.pdf,Open Song,,Ukulele,F#,Dr. Uke,,Pop/Rock,,
Don't Let the Sun Go Down On Me,Dr. Uke 3900,,https://doctoruke.com/dontletthesungodown.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
Don't Make Promises,Dr. Uke 3900,,https://doctoruke.com/dontmakepromises.pdf,Open Song,,Ukulele,Bb,Dr. Uke,,Pop/Rock,,
Don't Pass Me By-A,Dr. Uke 3900,,https://doctoruke.com/dontpassmebya.pdf,Open Song,,Ukulele,A,Dr. Uke,A,Pop/Rock,Match,
Don't Pass Me By-G,Dr. Uke 3900,,https://doctoruke.com/dontpassmebyg.pdf,Open Song,,Ukulele,G,Dr. Uke,G,Pop/Rock,Match,
Don't Pull Your Love,Dr. Uke 3900,,https://doctoruke.com/dontpullyourlove.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
Don't Say Nothin' Bad About My Baby,Dr. Uke 3900,,https://doctoruke.com/dontsaynothin.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
Don't Say You Don't Remember,Dr. Uke 3900,,https://doctoruke.com/dontsayyoudontremember.pdf,Open Song,,Ukulele,Bb,Dr. Uke,,Classic Rock,,
Don't Sit Under the Apple Tree,Dr. Uke 3900,,https://doctoruke.com/dontsitundertheappletree.pdf,Open Song,,Ukulele,C#,Dr. Uke,,"Classic Rock, Pop/Rock",,
Don't Sleep In the Subway,Dr. Uke 3900,,https://doctoruke.com/dontsleepinthesubway.pdf,Open Song,,Ukulele,Bb,Dr. Uke,,Pop/Rock,,
Don't Stop (Thinking About Tomorrow),Dr. Uke 3900,,https://doctoruke.com/dontstop.pdf,Open Song,,Ukulele,Bb,Dr. Uke,,Pop/Rock,,
Don't Stop Believin',Dr. Uke 3900,,https://doctoruke.com/dontstopbelievin.pdf,Open Song,,Ukulele,Bb,Dr. Uke,,Pop/Rock,,
Don't Take Your Love From Me,Dr. Uke 3900,,https://doctoruke.com/donttakeyourlovefromme.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
Don't Take Your Love From Me-Bb,Dr. Uke 3900,,https://doctoruke.com/donttakeyourlovefrommebb.pdf,Open Song,,Ukulele,F,Dr. Uke,Bb,Pop/Rock,Mismatch,
"Don't Think Twice, It's Alright",Dr. Uke 3900,,https://doctoruke.com/dontthinktwice.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
"Don't Worry, Baby",Dr. Uke 3900,,https://doctoruke.com/dontworrybaby.pdf,Open Song,,Ukulele,E,Dr. Uke,,Classic Rock,,
"Don't Worry, Be Happy",Dr. Uke 3900,,https://doctoruke.com/dontworrybehappy.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
Don't You Care,Dr. Uke 3900,,https://doctoruke.com/dontyoucare.pdf,Open Song,,Ukulele,Dm,Dr. Uke,,Pop/Rock,,
Don't You Just Know It,Dr. Uke 3900,,https://doctoruke.com/dontyoujustknowit.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Don't You Know I Care (Or Don't You Care To Know),Dr. Uke 3900,,https://doctoruke.com/dontyouknowicare.pdf,Open Song,,Ukulele,Db,Dr. Uke,,Pop/Rock,,
Don't You Worry 'Bout a Thing-G,Dr. Uke 3900,,https://doctoruke.com/dontyouworryboutathing.pdf,Open Song,,Ukulele,Eb,Dr. Uke,G,Pop/Rock,Mismatch,
Doo Wah Diddy - C,Sun City Uke,,https://scukes.org/songs/Doo%20Wah%20Diddy%20-%20C.pdf,Open Song,,Ukulele,,Sun City Uke Club,C,Pop/Rock,,
Doo Wah Diddy Diddy L,Sun City Uke Book 2,,https://scukes.org/songs2/Doo%20Wah%20Diddy%20Diddy%20L.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
A Doodlin' Song-G,Dr. Uke 3900,,https://doctoruke.com/doodlinsong.pdf,Open Song,,Ukulele,C,Dr. Uke,G,Pop/Rock,Mismatch,
Do Re Mi,Dr. Uke 3900,,https://doctoruke.com/doremi.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
Do That To Me One More Time,Dr. Uke 3900,,https://doctoruke.com/dothattomeonemoretime.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Do Wah Diddy Diddy,Dr. Uke 3900,,https://doctoruke.com/dowahdiddydiddy.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
Down Among the Sheltering Palms-A,Doctor Uke,,https://doctoruke.com/downamongthepalmsa.pdf,Open Song,,Ukulele,A,Dr. Uke,A,Pop/Rock,Match,
Down At The Lah De Dah,Sun City Uke,,https://scukes.org/songs/Down%20At%20The%20Lah%20De%20Dah.pdf,Open Song,,Ukulele,C,Sun City Uke Club,,Pop/Rock,,
Down By the Riverfront,Doctor Uke,,https://doctoruke.com/downbytheriverfront.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
Down by the Riverside,Sun City Uke Book 1,,https://scukes.org/songs1/Down%20by%20the%20Riverside.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
Down By the Riverside,Ukejams 2026 Songbook,296,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Down By The Riverside - C,Sun City Uke,,https://scukes.org/songs/Down%20By%20The%20Riverside%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Pop/Rock,Match,
Down In The Boondocks - C,Sun City Uke,,https://scukes.org/songs/Down%20In%20The%20Boondocks%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Pop/Rock,Match,
DOWN IN THE VALLEY,Sun City Two Chord Song Workbook,,https://scukes.org/doc/two_chord_song_workbook_11.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
Down on the Corner,Ukejams 2026 Songbook,299,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,C,Ukejams 2026 Songbook,,Pop/Rock,,
Down On The Corner - C,Sun City Uke,,https://scukes.org/songs/Down%20On%20The%20Corner%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Pop/Rock,Match,
Down on the Corner - C,Sun City Uke Book 4,,https://scukes.org/songs4/Down%20on%20the%20Corner%20-%20C.pdf,Open Song,,Ukulele,,Sun City Uke Club,C,Pop/Rock,,
Down On The Corner - Interlude,Sun City Tablature,,https://scukes.org/tablature/Down%20On%20The%20Corner%20-%20Interlude.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
Down On The Corner - Interlude,Sun City Uke,,https://scukes.org/songs/Down%20On%20The%20Corner%20-%20Interlude.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
Down On The Corner With Interlude,Sun City Tablature,,https://scukes.org/tablature/Down%20On%20The%20Corner%20With%20Interlude.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
Down On The Corner With Interlude,Sun City Uke,,https://scukes.org/songs/Down%20On%20The%20Corner%20With%20Interlude.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
Down South in New Orleans,Ukejams 2026 Songbook,300,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Down Among the Sheltering Palms,Dr. Uke 3900,,https://doctoruke.com/downamongthepalms.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
Down Among the Sheltering Palms-A,Dr. Uke 3900,,https://doctoruke.com/downamongthepalmsa.pdf,Open Song,,Ukulele,A,Dr. Uke,A,Pop/Rock,Match,
Down At the Lah De Dah,Dr. Uke 3900,,https://doctoruke.com/downatthelahdedah.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
Down At the Twist and Shout-Bill Fischer on sax,Dr. Uke 3900,,https://doctoruke.com/downatthetwistandshout.pdf,Open Song,,Ukulele,C,Dr. Uke,B,Pop/Rock,Mismatch,
Down By the Riverfront,Dr. Uke 3900,,https://doctoruke.com/downbytheriverfront.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
Down By the Riverfront Bar,Dr. Uke 3900,,https://doctoruke.com/downbytheriverfrontbar.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
Down By the Riverside,Dr. Uke 3900,,https://doctoruke.com/downbytheriverside3chords.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
Down By the Old Mill Stream,Dr. Uke 3900,,https://doctoruke.com/downbythestream.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
Downeaster Alexa,Ukejams 2026 Songbook,297,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Downeaster Alexa (G),Ukejams 2026 Songbook,298,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,G,Pop/Rock,,
Down In the Boondocks,Dr. Uke 3900,,https://doctoruke.com/downintheboondocks.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
Down In the Valley,Dr. Uke 3900,,https://doctoruke.com/downinthevalley.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
Down On the Corner,Dr. Uke 3900,,https://doctoruke.com/downonthecorner.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Downtown,Dr. Uke 3900,,https://doctoruke.com/downtown.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Downtown - C,Sun City Uke,,https://scukes.org/songs/Downtown%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Pop/Rock,Match,
Downtown - F,Sun City Uke,,https://scukes.org/songs/Downtown%20-%20F.pdf,Open Song,,Ukulele,F,Sun City Uke Club,F,Pop/Rock,Match,
Downtown - G,Sun City Uke Book 4,,https://scukes.org/songs4/Downtown%20-%20G.pdf,Open Song,,Ukulele,,Sun City Uke Club,G,Pop/Rock,,
Do You Believe In Magic-C,Dr. Uke 3900,,https://doctoruke.com/doyoubelieveinmagic.pdf,Open Song,,Ukulele,,Dr. Uke,C,Pop/Rock,,
Do You Know the Way To San Jose,Dr. Uke 3900,,https://doctoruke.com/doyouknowtheway.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
Do You Know the Way To San Jose-no key change,Dr. Uke 3900,,https://doctoruke.com/doyouknowthewaynkc.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
Do You Know What It Means To Miss New Orleans,Dr. Uke 3900,,https://doctoruke.com/doyouknowwhatitmeans.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
Do You Know Where You're Going To-C,Dr. Uke 3900,,https://doctoruke.com/doyouknowwhereyouregoingtoc.pdf,Open Song,,Ukulele,A,Dr. Uke,C,Pop/Rock,Mismatch,
Do You Know Where You're Going To-D,Dr. Uke 3900,,https://doctoruke.com/doyouknowwhereyouregoingtod.pdf,Open Song,,Ukulele,B,Dr. Uke,D,Holiday / Seasonal,Mismatch,
Over and Over (in medley with Do You Love Me)-D,Dr. Uke 3900,,https://doctoruke.com/doyouloveme-overandovermed.pdf,Open Song,,Ukulele,F,Dr. Uke,D,Holiday / Seasonal,Mismatch,
Do You Want To Know a Secret,Dr. Uke 3900,,https://doctoruke.com/doyouwanttoknow.pdf,Open Song,,Ukulele,G,Dr. Uke,,Holiday / Seasonal,,
Dream,Dr. Uke 3900,,https://doctoruke.com/dream.pdf,Open Song,,Ukulele,,Dr. Uke,,Holiday / Seasonal,,
Dream,Sun City Uke Book 3,,https://scukes.org/songs3/Dream.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Holiday / Seasonal,,
Dream - C,Sun City Uke,,https://scukes.org/songs/Dream%20-%20C.pdf,Open Song,,Ukulele,,Sun City Uke Club,C,Holiday / Seasonal,,
Dream a Little Dream of Me,Sun City Uke Book 2,,https://scukes.org/songs2/Dream%20a%20Little%20Dream%20of%20Me.pdf,Open Song,,Ukulele,F,Sun City Uke Club,,Pop/Rock,,
Dream a Little Dream of Me,Ukejams 2026 Songbook,305,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,F,Ukejams 2026 Songbook,,Pop/Rock,,
Dream A Little Dream Of Me - C,Sun City Uke,,https://scukes.org/songs/Dream%20A%20Little%20Dream%20Of%20Me%20-%20C.pdf,Open Song,,Ukulele,E,Sun City Uke Club,C,Pop/Rock,Mismatch,
Dream A Little Dream Of Me - F,Sun City Uke,,https://scukes.org/songs/Dream%20A%20Little%20Dream%20Of%20Me%20-%20F.pdf,Open Song,,Ukulele,F,Sun City Uke Club,F,Pop/Rock,Match,
Dream A Little Dream Of Me 238,Sun City Uke,,https://scukes.org/songs/Dream%20A%20Little%20Dream%20Of%20Me%20238.pdf,Open Song,,Ukulele,F,Sun City Uke Club,,Pop/Rock,,
Dream Baby - C,Sun City Uke,,https://scukes.org/songs/Dream%20Baby%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Pop/Rock,Match,
Dream Baby - F,Sun City Uke,,https://scukes.org/songs/Dream%20Baby%20-%20F.pdf,Open Song,,Ukulele,F,Sun City Uke Club,F,Pop/Rock,Match,
"Dream Is a Wish Your Heart Makes, A",Sun City Uke Book 1,,"https://scukes.org/songs1/Dream%20Is%20a%20Wish%20Your%20Heart%20Makes,%20A.pdf",Open Song,,Ukulele,B,Sun City Uke Club,,Pop/Rock,,
Dream Lover,Sun City Uke,,https://scukes.org/songs/Dream%20Lover.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
Dream Lover,Sun City Uke Book 1,,https://scukes.org/songs1/Dream%20Lover.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
Dream a Little Dream of Me,Dr. Uke 3900,,https://doctoruke.com/dreamalittledream.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
Dream Baby-Bb,Dr. Uke 3900,,https://doctoruke.com/dreambabybb.pdf,Open Song,,Ukulele,Bb,Dr. Uke,Bb,Pop/Rock,Match,
Dream Baby-C,Dr. Uke 3900,,https://doctoruke.com/dreambabyc.pdf,Open Song,,Ukulele,C,Dr. Uke,C,Pop/Rock,Match,
Dreamboat Annie,Ukejams 2026 Songbook,306,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
"Dream, Dream, Dream",Dr. Uke 3900,,https://doctoruke.com/dreamdreamdream.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
A Dreamer's Holiday,Dr. Uke 3900,,https://doctoruke.com/dreamersholiday.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Dreamin',Dr. Uke 3900,,https://doctoruke.com/dreamin.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
Dreamin' Again,Dr. Uke 3900,,https://doctoruke.com/dreaminagain.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
A Dream Is a Wish Your Heart Makes,Dr. Uke 3900,,https://doctoruke.com/dreamisawish.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
A Dream Is a Wish Your Heart Makes-with key change-C,Dr. Uke 3900,,https://doctoruke.com/dreamisawishkc.pdf,Open Song,,Ukulele,G,Dr. Uke,C,Pop/Rock,Mismatch,
Dreamland Express,Dr. Uke 3900,,https://doctoruke.com/dreamlandexpress.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Dream Lover,Dr. Uke 3900,,https://doctoruke.com/dreamlover.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
"Dream On, Little Dreamer",Dr. Uke 3900,,https://doctoruke.com/dreamonlittledreamer.pdf,Open Song,,Ukulele,E,Dr. Uke,,Pop/Rock,,
Dreams,Sun City Uke Book 1,,https://scukes.org/songs1/Dreams.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
Dreams of the Everyday Housewife,Dr. Uke 3900,,https://doctoruke.com/dreamsoftheeverydayhousewife.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
Dreamy Eyes,Dr. Uke 3900,,https://doctoruke.com/dreamyeyes.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
Dreidel Dreidel Dreidel,Dr. Uke 3900,,https://doctoruke.com/dreideldreideldreidel.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
Dress Blues,Ukejams 2026 Songbook,307,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Drift Away,Ukejams 2026 Songbook,308,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,Bb,Ukejams 2026 Songbook,,"Classic Rock, Pop/Rock",,
Drift Away - Bb,Sun City Uke Book 4,,https://scukes.org/songs4/Drift%20Away%20-%20Bb.pdf,Open Song,,Ukulele,,Sun City Uke Club,Bb,Pop/Rock,,
Drift Away - C,Sun City Uke,,https://scukes.org/songs/Drift%20Away%20-%20C.pdf,Open Song,,Ukulele,E,Sun City Uke Club,C,Pop/Rock,Mismatch,
Drift Away - G,Sun City Uke,,https://scukes.org/songs/Drift%20Away%20-%20G.pdf,Open Song,,Ukulele,C,Sun City Uke Club,G,Pop/Rock,Mismatch,
Drift Away,Dr. Uke 3900,,https://doctoruke.com/driftaway.pdf,Open Song,,Ukulele,Bb,Dr. Uke,,"Classic Rock, Pop/Rock",,
Drive,Dr. Uke 3900,,https://doctoruke.com/drive.pdf,Open Song,,Ukulele,F,Dr. Uke,,"Classic Rock, Pop/Rock",,
Drive My Car,Sun City Uke Book 3,,https://scukes.org/songs3/Drive%20My%20Car.pdf,Open Song,,Ukulele,D,Sun City Uke Club,,Pop/Rock,,
Drive My Car,Dr. Uke 3900,,https://doctoruke.com/drivemycar.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Drivin' My Life Away,Ukejams 2026 Songbook,309,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,A,Ukejams 2026 Songbook,,"Country, Pop/Rock",,
Driving My Life Away - G,Sun City Uke,,https://scukes.org/songs/Driving%20My%20Life%20Away%20-%20G.pdf,Open Song,,Ukulele,,Sun City Uke Club,G,Pop/Rock,,
Drivin' My Life Away,Dr. Uke 3900,,https://doctoruke.com/drivingmylifeaway.pdf,Open Song,,Ukulele,A,Dr. Uke,,"Country, Pop/Rock",,
Drugs I Need,Ukejams 2026 Songbook,310,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Drukeanddaughters,Dr. Uke 3900,,https://doctoruke.com/drukeanddaughters.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
Drunk a Thousand Times L,Sun City Uke Book 2,,https://scukes.org/songs2/Drunk%20a%20Thousand%20Times%20L.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
Dry Bones (Dem Bones),Dr. Uke 3900,,https://doctoruke.com/drybones.pdf,Open Song,,Ukulele,C,Dr. Uke,D,Pop/Rock,Mismatch,
"Du, Du Liegst Mir Im Herzen",Dr. Uke 3900,,https://doctoruke.com/duduliegstmirimherzen.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Dueling Ukuleles,Sun City Uke,,https://scukes.org/songs/Dueling%20Ukuleles.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
Duke Of Earl,Sun City Uke,,https://scukes.org/songs/Duke%20Of%20Earl.pdf,Open Song,,Ukulele,C,Sun City Uke Club,,Pop/Rock,,
Duke of Earl L,Sun City Uke Book 2,,https://scukes.org/songs2/Duke%20of%20Earl%20L.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
Duke of Earl,Dr. Uke 3900,,https://doctoruke.com/dukeofearl.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
Dulcinea-A,Dr. Uke 3900,,https://doctoruke.com/dulcinea.pdf,Open Song,,Ukulele,F,Dr. Uke,A,Pop/Rock,Mismatch,
Dungaree Doll,Dr. Uke 3900,,https://doctoruke.com/dungareedoll.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Dust In The Wind,Sun City Uke,,https://scukes.org/songs/Dust%20In%20The%20Wind.pdf,Open Song,,Ukulele,Am,Sun City Uke Club,,Pop/Rock,,
Dust in the Wind,Ukejams 2026 Songbook,312,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Dust In the Wind-D,Dr. Uke 3900,,https://doctoruke.com/dustinthewind.pdf,Open Song,,Ukulele,Dm,Dr. Uke,D,Pop/Rock,Mismatch,
D.W. Washburn,Dr. Uke 3900,,https://doctoruke.com/dwwashburn.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
E Hihiwai,Sun City Uke Book 3,,https://scukes.org/songs3/E%20Hihiwai.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
E Ku'u Sweet Lei Poina 'Ole,Sun City Uke Book 1,,https://scukes.org/songs1/E%20Ku'u%20Sweet%20Lei%20Poina%20'Ole.pdf,Open Song,,Ukulele,D,Sun City Uke Club,,Pop/Rock,,
Early Morning Rain,Sun City Uke,,https://scukes.org/songs/Early%20Morning%20Rain.pdf,Open Song,,Ukulele,,Sun City Uke Club,,"Classic Rock, Pop/Rock",,
Early Morning Rain,Sun City Uke Book 3,,https://scukes.org/songs3/Early%20Morning%20Rain.pdf,Open Song,,Ukulele,,Sun City Uke Club,,"Classic Rock, Pop/Rock",,
Early Morning Rain,Ukejams 2026 Songbook,313,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,"Classic Rock, Pop/Rock",,
Early In the Morning-D,Dr. Uke 3900,,https://doctoruke.com/earlyinthemorningbd.pdf,Open Song,,Ukulele,C,Dr. Uke,D,Pop/Rock,Mismatch,
Early In the Morning,Dr. Uke 3900,,https://doctoruke.com/earlyinthemorningppm.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
Early In the Morning-F,Dr. Uke 3900,,https://doctoruke.com/earlyinthemorningvf.pdf,Open Song,,Ukulele,D,Dr. Uke,F,Pop/Rock,Mismatch,
Early In the Mornin',Dr. Uke 3900,,https://doctoruke.com/earlyinthemorninlj.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Early Morning Rain,Dr. Uke 3900,,https://doctoruke.com/earlymorningrain.pdf,Open Song,,Ukulele,,Dr. Uke,,"Classic Rock, Pop/Rock",,
Earth Angel - C,Sun City Uke Book 4,,https://scukes.org/songs4/Earth%20Angel%20-%20C.pdf,Open Song,,Ukulele,,Sun City Uke Club,C,Pop/Rock,,
Earth Angel,Dr. Uke 3900,,https://doctoruke.com/earthangel.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
Eastbound And Down,Sun City Uke,,https://scukes.org/songs/Eastbound%20And%20Down.pdf,Open Song,,Ukulele,B,Sun City Uke Club,,Pop/Rock,,
East of the Sun,Dr. Uke 3900,,https://doctoruke.com/eastofthesun.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
East Virginia-A,Dr. Uke 3900,,https://doctoruke.com/eastvirginia.pdf,Open Song,,Ukulele,G,Dr. Uke,A,Pop/Rock,Mismatch,
Easy (Like Sunday Morning),Dr. Uke 3900,,https://doctoruke.com/easy.pdf,Open Song,,Ukulele,Gm,Dr. Uke,,Pop/Rock,,
Easy Living-G,Dr. Uke 3900,,https://doctoruke.com/easyliving.pdf,Open Song,,Ukulele,Bb,Dr. Uke,G,Pop/Rock,Mismatch,
Easy Steet,Dr. Uke 3900,,https://doctoruke.com/easystreet.pdf,Open Song,,Ukulele,E,Dr. Uke,,Pop/Rock,,
Easy To Be Hard-D,Dr. Uke 3900,,https://doctoruke.com/easytobehard.pdf,Open Song,,Ukulele,Em,Dr. Uke,D,Pop/Rock,Mismatch,
(You'd Be So) Easy To Love,Dr. Uke 3900,,https://doctoruke.com/easytolove.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
